Ship Mode,Segment,City,State,Region,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
First Class,Consumer,San Diego,California,West,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",151.72,4,0.0,27.3096
Second Class,Consumer,Olympia,Washington,West,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",155.25,3,0.0,46.575
Second Class,Consumer,Seattle,Washington,West,Tables,Bevis 36 x 72 Conference Tables,1317.492,8,0.0,190.4298
Standard Class,Corporate,New York City,New York,East,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,2,0.0,6.7008
Standard Class,Corporate,New York City,New York,East,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,3,0.0,63.8862
Standard Class,Consumer,Washington,District of Columbia,East,Chairs,Global Comet Stacking Arm Chair,1267.53,3,0.0,190.4298
Standard Class,Corporate,Hackensack,New Jersey,East,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94,3,0.0,190.4298
Standard Class,Corporate,Hackensack,New Jersey,East,Furnishings,9-3/4 Diameter Round Wall Clock,124.11,8,0.0,52.1262
Standard Class,Home Office,Jefferson City,Missouri,Central,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,86.62,2,0.0,8.662
Standard Class,Home Office,Saint Peters,Missouri,Central,Tables,Chromcraft Round Conference Tables,697.16,4,0.0,146.4036
Second Class,Consumer,New York City,New York,East,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.352,3,0.2,90.294
Standard Class,Home Office,Rockford,Illinois,Central,Chairs,"Global Stack Chair without Arms, Black",254.604,8,0.3,-18.186
Standard Class,Consumer,Miami,Florida,South,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385
First Class,Corporate,Philadelphia,Pennsylvania,East,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.464,2,0.2,-29.4812
First Class,Corporate,Philadelphia,Pennsylvania,East,Furnishings,"Howard Miller 12"" Round Wall Clock",282.888,8,0.2,56.5776
Standard Class,Home Office,New York City,New York,East,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,2,0.0,22.764
Standard Class,Consumer,Houston,Texas,Central,Chairs,Global Deluxe Steno Chair,107.772,2,0.3,-29.2524
First Class,Consumer,San Francisco,California,West,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.848,4,0.2,12.178
Standard Class,Corporate,Detroit,Michigan,Central,Chairs,"Global High-Back Leather Tilter, Burgundy",1106.91,8,0.0,121.7601
Standard Class,Consumer,Yonkers,New York,East,Tables,Chromcraft Round Conference Tables,836.592,8,0.4,-153.3456
Standard Class,Corporate,Monroe,North Carolina,South,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2,0.2,1.999
First Class,Corporate,Los Angeles,California,West,Tables,Hon 4060 Series Tables,447.84,5,0.2,11.196
First Class,Home Office,San Francisco,California,West,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",10.02,3,0.0,4.1031
Standard Class,Consumer,Houston,Texas,Central,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",10.02,2,0.6,-0.7566
Second Class,Consumer,Encinitas,California,West,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.833,1,0.15,-12.6882
Standard Class,Consumer,Jonesboro,Arkansas,South,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,4,0.0,11.58
Standard Class,Consumer,Jonesboro,Arkansas,South,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,3,0.0,190.4298
Standard Class,Consumer,Springfield,Virginia,South,Tables,KI Adjustable-Height Table,343.92,4,0.0,75.6624
Standard Class,Consumer,Los Angeles,California,West,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2,0.0,53.196
Standard Class,Corporate,Cuyahoga Falls,Ohio,East,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",10.02,6,0.2,1.2528
First Class,Home Office,Harrisonburg,Virginia,South,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",1317.492,7,0.0,190.4298
First Class,Home Office,Harrisonburg,Virginia,South,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",455.1,2,0.0,100.122
Second Class,Corporate,Los Angeles,California,West,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,1,0.2,19.5184
Second Class,Consumer,New York City,New York,East,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0.0,33.9388
Standard Class,Consumer,Rockville,Maryland,East,Chairs,Harbour Creations Steel Folding Chair,172.5,2,0.0,51.75
Second Class,Home Office,Los Angeles,California,West,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,0.2,89.2224
Same Day,Corporate,Coral Springs,Florida,South,Furnishings,Ultra Door Push Plate,15.712,4,0.2,2.5532
Same Day,Corporate,Coral Springs,Florida,South,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",55.968,1,0.2,-2.0988
Standard Class,Consumer,Houston,Texas,Central,Chairs,Global Chrome Stack Chair,95.984,4,0.3,-4.1136
Standard Class,Corporate,Denver,Colorado,West,Chairs,Hon GuestStacker Chair,544.008,3,0.2,40.8006
Standard Class,Corporate,Denver,Colorado,West,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.352,3,0.2,10.6794
Second Class,Corporate,New York City,New York,East,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136,4,0.2,21.7176
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Chairs,Global Low Back Tilter Chair,141.372,2,0.3,-48.4704
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.024,2,0.2,1.7024
First Class,Consumer,New York City,New York,East,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",113.79,3,0.0,20.4822
Standard Class,Consumer,Los Angeles,California,West,Furnishings,Dax Clear Box Frame,10.02,1,0.0,2.9682
Same Day,Consumer,Boynton Beach,Florida,South,Furnishings,24-Hour Round Wall Clock,47.952,3,0.2,13.7862
Same Day,Consumer,Boynton Beach,Florida,South,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,63.968,2,0.2,0.0
Same Day,Consumer,Boynton Beach,Florida,South,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",165.048,3,0.2,41.262
Standard Class,Consumer,Seattle,Washington,West,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35,1,0.0,5.434
Second Class,Consumer,Fresno,California,West,Tables,Hon Non-Folding Utility Tables,764.688,6,0.2,95.586
Second Class,Consumer,Fresno,California,West,Tables,Bretford Rectangular Conference Table Tops,1317.492,8,0.2,135.4068
Second Class,Consumer,Fresno,California,West,Bookcases,Bestar Classic Bookcase,254.9745,3,0.15,11.9988
Standard Class,Consumer,New York City,New York,East,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1141.938,8,0.1,139.5702
Standard Class,Home Office,Chester,Pennsylvania,East,Furnishings,Westinghouse Clip-On Gooseneck Lamps,10.02,1,0.2,0.5022
Standard Class,Home Office,Chester,Pennsylvania,East,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,43.872,2,0.2,11.5164
First Class,Consumer,La Porte,Indiana,Central,Furnishings,Westinghouse Clip-On Gooseneck Lamps,41.85,5,0.0,10.881
Standard Class,Corporate,Los Angeles,California,West,Chairs,"Global Value Mid-Back Manager's Chair, Gray",292.272,6,0.2,18.267
Standard Class,Corporate,Louisville,Colorado,West,Furnishings,Aluminum Document Frame,29.328,3,0.2,3.666
Same Day,Consumer,Fort Worth,Texas,Central,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43,5,0.3,-88.784
Standard Class,Corporate,New York City,New York,East,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0.0,11.1664
Second Class,Consumer,Springfield,Virginia,South,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",572.76,6,0.0,166.1004
Second Class,Consumer,Springfield,Virginia,South,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",286.38,3,0.0,83.0502
Second Class,Home Office,Arlington,Virginia,South,Bookcases,Sauder Cornerstone Collection Library,61.96,2,0.0,4.3372
Standard Class,Consumer,Columbus,Georgia,South,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,0.0,5.5177
First Class,Consumer,Pasadena,California,West,Chairs,Hon Valutask Swivel Chairs,161.568,2,0.2,-8.0784
Standard Class,Consumer,Columbus,Ohio,East,Chairs,Office Star - Contemporary Task Swivel Chair,155.372,2,0.3,-13.3176
Standard Class,Corporate,Los Angeles,California,West,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",183.84,8,0.0,62.5056
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",51.072,6,0.2,5.1072
Standard Class,Consumer,San Francisco,California,West,Furnishings,"Eldon Image Series Desk Accessories, Ebony",37.05,3,0.0,16.302
Standard Class,Consumer,Los Angeles,California,West,Furnishings,Westinghouse Clip-On Gooseneck Lamps,25.11,3,0.0,6.5286
Second Class,Consumer,New York City,New York,East,Furnishings,Tensor Computer Mounted Lamp,29.78,2,0.0,8.0406
Second Class,Consumer,Evanston,Illinois,Central,Chairs,"Global High-Back Leather Tilter, Burgundy",258.279,3,0.3,-70.1043
Standard Class,Corporate,San Francisco,California,West,Tables,Bretford Rectangular Conference Table Tops,300.904,1,0.2,11.2839
First Class,Consumer,Fort Worth,Texas,Central,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",10.02,1,0.6,-1.4413
Second Class,Consumer,Los Angeles,California,West,Chairs,"Leather Task Chair, Black",145.568,2,0.2,0.0
First Class,Corporate,Tucson,Arizona,West,Chairs,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,899.136,4,0.2,-146.1096
First Class,Home Office,Pico Rivera,California,West,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5,0.0,62.737
Standard Class,Consumer,Colorado Springs,Colorado,West,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.058,7,0.6,-153.3456
Standard Class,Consumer,Provo,Utah,West,Tables,"Lesro Round Back Collection Coffee Table, End Table",912.75,5,0.0,118.6575
Standard Class,Home Office,Aurora,Illinois,Central,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",83.952,3,0.6,-90.2484
Same Day,Home Office,Smyrna,Georgia,South,Furnishings,"Eldon 200 Class Desk Accessories, Black",18.84,3,0.0,7.1592
Same Day,Home Office,Smyrna,Georgia,South,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",239.98,2,0.0,52.7956
Standard Class,Corporate,Aurora,Illinois,Central,Tables,"Bevis Oval Conference Table, Walnut",652.45,5,0.5,-153.3456
Standard Class,Corporate,Aurora,Illinois,Central,Tables,Hon 61000 Series Interactive Training Tables,66.645,3,0.5,-42.6528
Standard Class,Home Office,Columbus,Ohio,East,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",205.176,2,0.4,-58.1332
First Class,Home Office,Philadelphia,Pennsylvania,East,Tables,KI Adjustable-Height Table,154.764,3,0.4,-36.1116
Standard Class,Consumer,New York City,New York,East,Furnishings,Telescoping Adjustable Floor Lamp,39.98,2,0.0,9.995
Standard Class,Consumer,Phoenix,Arizona,West,Tables,Bevis Boat-Shaped Conference Table,393.165,3,0.5,-153.3456
Standard Class,Corporate,New York City,New York,East,Chairs,Hon GuestStacker Chair,408.006,2,0.1,72.5344
Standard Class,Corporate,New York City,New York,East,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",165.28,4,0.0,14.8752
Second Class,Home Office,Costa Mesa,California,West,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",37.74,3,0.0,12.8316
First Class,Corporate,Houston,Texas,Central,Furnishings,Longer-Life Soft White Bulbs,10.02,4,0.6,-1.4784
Second Class,Consumer,Florence,Alabama,South,Chairs,High-Back Leather Manager's Chair,1317.492,8,0.0,163.7874
Same Day,Consumer,Amarillo,Texas,Central,Chairs,HON 5400 Series Task Chairs for Big and Tall,1317.492,5,0.3,-153.3456
First Class,Home Office,Chicago,Illinois,Central,Chairs,Global Super Steno Chair,470.302,7,0.3,-87.3418
Standard Class,Home Office,Columbus,Georgia,South,Tables,"Iceberg OfficeWorks 42"" Round Tables",452.94,3,0.0,67.941
Same Day,Consumer,Middletown,Connecticut,East,Furnishings,DAX Wood Document Frame,27.46,2,0.0,9.8856
Standard Class,Consumer,Vineland,New Jersey,East,Tables,Chromcraft Round Conference Tables,244.006,2,0.3,-31.3722
First Class,Corporate,Pasadena,Texas,Central,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,1024.716,6,0.3,-29.2776
Standard Class,Consumer,Glendale,Arizona,West,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",121.376,4,0.2,-3.0344
Standard Class,Corporate,Detroit,Michigan,Central,Chairs,Global Executive Mid-Back Manager's Chair,872.94,3,0.0,190.4298
Same Day,Consumer,Houston,Texas,Central,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",10.02,4,0.6,-4.0128
Standard Class,Home Office,Los Angeles,California,West,Furnishings,Coloredge Poster Frame,42.6,3,0.0,16.614
Standard Class,Corporate,New York City,New York,East,Chairs,Global Ergonomic Managers Chair,977.292,6,0.1,173.7408
Standard Class,Corporate,Vancouver,Washington,West,Furnishings,Magna Visual Magnetic Picture Hangers,10.02,2,0.0,3.6632
Standard Class,Home Office,Los Angeles,California,West,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",10.02,2,0.0,3.0814
Standard Class,Home Office,Los Angeles,California,West,Tables,Hon 2111 Invitation Series Corner Table,1004.976,6,0.2,-153.3456
First Class,Consumer,Los Angeles,California,West,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",10.02,2,0.0,3.0096
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Chairs,"Leather Task Chair, Black",63.686,1,0.3,-9.098
Second Class,Consumer,North Las Vegas,Nevada,West,Tables,Bretford ÒJust In TimeÓ Height-Adjustable Multi-Task Work Tables,1317.492,4,0.0,116.872
Standard Class,Consumer,Tucson,Arizona,West,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",206.112,6,0.2,48.9516
Standard Class,Consumer,Allentown,Pennsylvania,East,Furnishings,"Master Caster Door Stop, Large Neon Orange",11.648,2,0.2,3.3488
Standard Class,Home Office,Laguna Niguel,California,West,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",203.983,2,0.15,16.7986
Second Class,Consumer,Everett,Massachusetts,East,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94,3,0.0,190.4298
Second Class,Consumer,Columbus,Ohio,East,Furnishings,Eldon Wave Desk Accessories,10.02,5,0.2,2.288
Second Class,Corporate,Watertown,New York,East,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1317.492,7,0.2,190.4298
Second Class,Consumer,Seattle,Washington,West,Tables,KI Adjustable-Height Table,171.96,2,0.0,44.7096
Same Day,Consumer,New York City,New York,East,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,5,0.4,-153.3456
First Class,Consumer,Los Angeles,California,West,Chairs,Novimex Swivel Fabric Task Chair,603.92,5,0.2,-67.941
First Class,Consumer,Los Angeles,California,West,Chairs,Safco Contoured Stacking Chairs,381.44,2,0.2,23.84
First Class,Consumer,El Paso,Texas,Central,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",763.28,5,0.3,-21.808
First Class,Consumer,New York City,New York,East,Tables,KI Conference Tables,382.806,8,0.4,-153.1224
First Class,Consumer,New York City,New York,East,Furnishings,Artistic Insta-Plaque,47.04,3,0.0,18.3456
First Class,Consumer,New York City,New York,East,Furnishings,Longer-Life Soft White Bulbs,10.02,2,0.0,2.9568
First Class,Home Office,Peoria,Illinois,Central,Bookcases,Sauder Inglewood Library Bookcases,359.058,3,0.3,-35.9058
Standard Class,Consumer,Columbus,Ohio,East,Chairs,Global Chrome Stack Chair,47.992,2,0.3,-2.0568
First Class,Corporate,New York City,New York,East,Furnishings,Executive Impressions Supervisor Wall Clock,547.3,8,0.0,175.136
Second Class,Consumer,Carrollton,Texas,Central,Furnishings,Telescoping Adjustable Floor Lamp,15.992,2,0.6,-13.993
Second Class,Corporate,Dover,Delaware,East,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",211.96,2,0.0,42.392
Standard Class,Corporate,Los Angeles,California,West,Bookcases,Sauder Inglewood Library Bookcases,290.666,2,0.15,27.3568
Standard Class,Consumer,Kent,Washington,West,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,0.0,99.23
Standard Class,Consumer,Lafayette,Louisiana,South,Chairs,Harbour Creations Steel Folding Chair,517.5,6,0.0,155.25
Second Class,Consumer,Cleveland,Ohio,East,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",17.92,5,0.2,2.464
Standard Class,Consumer,Washington,District of Columbia,East,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,3,0.0,17.3754
First Class,Consumer,Milwaukee,Wisconsin,Central,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",34.79,7,0.0,10.7849
Standard Class,Consumer,New York City,New York,East,Tables,Bush Advantage Collection Racetrack Conference Table,1018.104,4,0.4,-153.3456
Standard Class,Corporate,Houston,Texas,Central,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,21.936,2,0.6,-10.4196
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furnishings,DAX Natural Wood-Tone Poster Frame,42.368,2,0.2,8.4736
Standard Class,Corporate,San Francisco,California,West,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3,0.0,6.2244
First Class,Consumer,Philadelphia,Pennsylvania,East,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2,0.2,23.316
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Tables,Chromcraft Rectangular Conference Tables,853.092,6,0.4,-153.3456
Standard Class,Consumer,Columbus,Ohio,East,Furnishings,Advantus Panel Wall Acrylic Frame,21.88,5,0.2,6.2905
Second Class,Consumer,Seattle,Washington,West,Tables,KI Adjustable-Height Table,515.88,6,0.0,113.4936
Second Class,Consumer,New York City,New York,East,Chairs,Safco Contoured Stacking Chairs,1317.492,8,0.1,190.4298
Standard Class,Consumer,San Francisco,California,West,Chairs,"Global Leather Task Chair, Black",71.992,1,0.2,-0.8999
Second Class,Consumer,Chicago,Illinois,Central,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.625,7,0.5,-153.3456
Standard Class,Consumer,San Francisco,California,West,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,307.666,2,0.15,-14.4784
Standard Class,Consumer,New York City,New York,East,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.92,4,0.0,15.0864
Standard Class,Consumer,New York City,New York,East,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76,8,0.0,12.3256
